x1,x2,x3
0.4,-0.2,25.2
0.39,-0.19,24.21208690091111
0.38,-0.18,23.208693358563387
0.37,-0.16999999999999998,22.193734318269733
0.36,-0.15999999999999998,21.17117194769693
0.35,-0.14999999999999997,20.144999999999996
0.33999999999999997,-0.13999999999999996,19.119228052303065
0.32999999999999996,-0.12999999999999995,18.097865681730262
0.31999999999999995,-0.11999999999999995,17.084906641436607
0.30999999999999994,-0.10999999999999996,16.08431309908888
0.29999999999999993,-0.09999999999999996,15.099999999999993
0.2899999999999999,-0.08999999999999997,14.135819616628392
0.2799999999999999,-0.07999999999999997,13.195546345418602
0.2699999999999999,-0.06999999999999998,12.28286181098284
0.2599999999999999,-0.05999999999999998,11.401340336410614
0.2499999999999999,-0.049999999999999975,10.554434837048456
0.23999999999999988,-0.03999999999999997,9.745463193420544
0.22999999999999987,-0.02999999999999997,8.977595157070061
0.21999999999999986,-0.01999999999999997,8.253839840997966
0.20999999999999985,-0.009999999999999969,7.577033844068726
0.19999999999999984,3.122502256758253e-17,6.949830056250516
0.18999999999999984,3.122502256758253e-17,6.35485447315321
0.17999999999999983,3.122502256758253e-17,5.774607084349263
0.16999999999999982,3.122502256758253e-17,5.211363258982837
0.1599999999999998,3.122502256758253e-17,4.667332050210025
0.1499999999999998,3.122502256758253e-17,4.144647477075258
0.1399999999999998,3.122502256758253e-17,3.6453601025130915
0.12999999999999978,3.122502256758253e-17,3.1714289407131027
0.11999999999999979,3.122502256758253e-17,2.7247137257858753
0.10999999999999979,3.122502256758253e-17,2.306967572242101
0.0999999999999998,3.122502256758253e-17,1.9198300562505182
0.0899999999999998,3.122502256758253e-17,1.5648207449798406
0.07999999999999981,3.122502256758253e-17,1.2433331995613557
0.06999999999999981,3.122502256758253e-17,0.956629475339799
0.05999999999999981,3.122502256758253e-17,0.7058351411174826
0.04999999999999981,3.122502256758253e-17,0.4919348370484613
0.03999999999999981,3.122502256758253e-17,0.3157683887136855
0.029999999999999805,3.122502256758253e-17,0.17802749271310958
0.019999999999999803,3.122502256758253e-17,0.07925298685522364
0.009999999999999802,3.122502256758253e-17,0.01983271571728551
-1.97758476261356e-16,3.122502256758253e-17,0.0
-1.97758476261356e-16,3.122502256758253e-17,0.0
