0,0.207217
1,0.201251
2,0.195336
3,0.189486
4,0.183713
5,0.178031
6,0.17245
7,0.16698
8,0.161629
9,0.156406
10,0.151317
11,0.146366
12,0.141557
13,0.136893
14,0.132376
15,0.128006
16,0.123783
17,0.119707
18,0.115775
19,0.111986
20,0.108337
21,0.104824
22,0.101445
23,0.0981954
24,0.0950716
25,0.0920693
26,0.0891846
27,0.0864133
28,0.083751
29,0.0811937
30,0.0787372
31,0.0763774
32,0.0741103
33,0.0719321
34,0.0698389
35,0.0678272
36,0.0658933
37,0.0640339
38,0.0622456
39,0.0605254
40,0.0588702
41,0.0572772
42,0.0557436
43,0.0542667
44,0.052844
45,0.0514731
46,0.0501518
47,0.0488779
48,0.0476492
49,0.0464639
50,0.04532
51,0.0442157
52,0.0431494
53,0.0421194
54,0.0411242
55,0.0401623
56,0.0392323
57,0.0383329
58,0.0374628
59,0.0366208
60,0.0358058
61,0.0350167
62,0.0342524
63,0.033512
64,0.0327944
65,0.0320989
66,0.0314245
67,0.0307705
68,0.030136
69,0.0295203
70,0.0289227
71,0.0283425
72,0.0277791
73,0.0272318
74,0.0267001
75,0.0261834
76,0.0256811
77,0.0251927
78,0.0247178
79,0.0242558
80,0.0238063
81,0.0233689
82,0.0229432
83,0.0225287
84,0.022125
85,0.0217319
86,0.0213489
87,0.0209758
88,0.0206121
89,0.0202576
90,0.019912
91,0.0195749
92,0.0192462
93,0.0189255
94,0.0186127
95,0.0183074
96,0.0180094
97,0.0177184
98,0.0174344
99,0.017157
